30.1333	5.22789	-13.1464	26.6055	16.2695	-5.22789	13.1464	8.03367	30.8763	0
17.1808	-10.2301	0.567889	13.7914	10.3512	10.2301	-0.567889	1.47356	22.9128	0
11.5276	-1.72696	10.7816	3.69604	11.2162	1.72696	-10.7816	-2.56464	22.7156	0
12.6444	11.6268	4.37786	2.35219	33.4386	-11.6268	-4.37786	31.045	31.7533	0
87.8568	-21.8996	-9.13104	-84.5923	51.2483	21.8996	9.13104	-45.4249	49.4547	0
29.0033	-5.64777	-9.70722	-26.7406	11.273	5.64777	9.70722	-0.976751	29.222	0
18.779	-7.20105	17.2811	1.46968	24.5171	7.20105	-17.2811	-15.8302	40.8452	0
18.8205	-9.01787	8.42854	-14.2073	58.5731	9.01787	-8.42854	-57.2577	29.7071	0
24.8082	10.5142	9.59074	20.3203	15.4533	-10.5142	-9.59074	6.02274	30.4471	0
34.5212	15.9011	4.79853	-30.2629	22.9882	-15.9011	-4.79853	-15.8928	34.3071	0
60.5602	6.38548	19.7583	-56.8891	26.2964	-6.38548	-19.7583	-16.1349	47.0272	0
26.8775	-17.977	-0.712547	19.968	18.0004	17.977	0.712547	0.58021	39.8974	0
51.7989	9.7595	3.58647	-50.7446	32.728	-9.7595	-3.58647	-31.0324	21.3849	0
55.7398	-17.2764	-21.5524	-48.4143	55.9597	17.2764	21.5524	48.6674	111.699	0
22.0234	11.7355	0.823932	-18.618	66.5108	-11.7355	-0.823932	-65.4621	27.728	0
19.8032	-5.2435	10.0835	16.2172	34.5157	5.2435	-10.0835	32.5909	23.8395	0
16.4282	-5.16468	-11.1066	10.9479	12.4312	5.16468	11.1066	2.12225	25.7301	0
52.5721	-37.056	35.0009	-12.8693	54.242	37.056	-35.0009	-18.5467	102.09	0
20.8683	9.86056	-12.6246	-13.3744	18.9686	-9.86056	12.6246	-10.1585	32.1431	0
89.966	-15.9941	1.95625	-88.5113	76.8354	15.9941	-1.95625	-75.1268	32.3308	0
38.683	14.5622	-7.51288	35.0411	34.6122	-14.5622	7.51288	30.4877	32.8353	0
28.8766	-8.06123	25.8333	-10.0755	30.4165	8.06123	-25.8333	-13.8861	54.2358	0
19.9614	-3.98982	-11.4001	-15.8927	12.7552	3.98982	11.4001	-4.10066	25.8968	0
46.5276	-9.51284	7.92628	-44.8497	45.7799	9.51284	-7.92628	-44.0735	24.7654	0
33.7632	1.90233	-17.7751	-28.6423	18.0439	-1.90233	17.7751	-2.4518	41.4383	0
23.4971	-22.184	-2.56145	-7.30914	36.3319	22.184	2.56145	28.6586	55.8901	0
16.2412	15.1887	-5.27489	2.29309	22.2837	-15.1887	5.27489	-15.4287	36.2164	0
15.6453	-10.9299	10.5463	3.7532	29.3187	10.9299	-10.5463	-25.0779	39.5856	0
24.2642	-8.03442	-14.672	17.5765	19.3878	8.03442	14.672	9.80146	33.9992	0
29.5727	12.5998	20.9999	-16.5769	33.2709	-12.5998	-20.9999	-22.5212	49.2002	0
32.8387	5.31628	17.5215	-27.2601	64.979	-5.31628	-17.5215	-62.3459	39.231	0
15.6725	-8.1729	7.44441	-11.1091	37.4816	8.1729	-7.44441	35.8141	47.0639	0
19.0423	6.21713	-11.6547	-13.7158	17.1532	-6.21713	11.6547	-10.9429	26.4965	0
17.709	-7.59199	-8.78601	13.3707	12.8445	7.59199	8.78601	-5.49089	29.5199	0
18.8752	-15.059	4.97117	10.2366	19.2199	15.059	-4.97117	10.859	31.7209	0
16.6461	-11.9493	0.727283	11.5663	12.7441	11.9493	-0.727283	4.37014	24.6944	0
49.5316	-10.9359	-20.7561	43.6231	127.433	10.9359	20.7561	125.255	52.8844	0
11.4593	-10.8389	-1.36577	-3.45954	11.0192	10.8389	1.36577	1.4402	22.3876	0
13.5426	7.3204	-10.3066	4.85661	13.8764	-7.3204	10.3066	-5.72196	27.4054	0
45.339	9.8968	-3.33091	44.1201	17.0357	-9.8968	3.33091	13.4601	23.9818	0
69.487	-19.5501	-4.59823	-66.5213	21.464	19.5501	4.59823	-7.5731	52.7455	0
13.388	-12.619	-3.04029	-3.27999	17.2016	12.619	3.04029	-11.2877	26.8981	0
39.8932	0.341136	-39.4209	-6.11132	64.7284	-0.341136	39.4209	-51.3385	87.4369	0
33.0743	10.5695	-9.56573	29.8445	14.4484	-10.5695	9.56573	-2.35342	38.764	0
20.0732	-4.60661	-11.1716	-16.0283	24.7586	4.60661	11.1716	21.6093	44.483	0
66.5523	-10.3357	-7.3128	-65.3368	22.7051	10.3357	7.3128	-18.8472	29.6636	0
44.3024	-14.1596	-6.7004	41.4405	17.5073	14.1596	6.7004	-7.81774	51.8648	0
16.762	-2.74639	-10.7298	12.5815	20.2197	2.74639	10.7298	16.9165	22.3051	0
18.406	5.47502	8.5379	15.3594	23.726	-5.47502	-8.5379	21.4488	20.5004	0
49.7233	11.4819	-4.94931	-48.1256	17.0502	-11.4819	4.94931	-11.5922	29.8744	0
71.5175	5.96042	-11.0378	-70.4088	36.3072	-5.96042	11.0378	-34.0713	26.6474	0
12.8549	11.0978	-0.200395	6.48434	14.9351	-11.0978	0.200395	9.99286	22.3783	0
23.7155	-8.1104	-14.9935	-16.4877	26.4351	8.1104	14.9935	-20.2047	34.187	0
12.9012	-11.2971	0.829101	-6.17496	11.7151	11.2971	-0.829101	-2.98853	22.8471	0
25.3108	14.5766	10.3883	17.8954	18.752	-14.5766	-10.3883	-5.58943	42.3095	0
44.1516	-2.81667	-10.1416	-42.8786	44.0846	2.81667	10.1416	-42.8097	21.0509	0
18.7867	0.588971	-12.5381	13.9781	24.7581	-0.588971	12.5381	21.3404	25.4706	0
12.9624	10.3692	7.64137	-1.4535	33.5422	-10.3692	-7.64137	30.9704	35.9365	0
107.934	16.9331	-19.1122	104.87	52.5737	-16.9331	19.1122	45.9563	54.9007	0
44.5	-11.3415	6.25263	-42.5737	41.3758	11.3415	-6.25263	-39.2967	25.9207	0
11.1534	-5.92502	8.38347	4.35999	23.352	5.92502	-8.38347	20.9745	23.4262	0
74.1972	13.83	12.754	71.7725	68.1588	-13.83	-12.754	65.511	37.6626	0
17.3319	5.63098	-12.5885	-10.4985	39.7123	-5.63098	12.5885	-37.241	31.2249	0
15.7246	-6.64685	-12.616	-6.62716	16.0468	6.64685	12.616	-7.35894	28.5274	0
30.3651	-10.9114	6.25131	-27.6388	38.935	10.9114	-6.25131	-36.8483	25.3756	0
14.0675	-9.21569	6.30328	-8.55771	18.0733	9.21569	-6.30328	-14.2121	22.6841	0
59.139	-8.97913	-8.57811	57.8205	60.728	8.97913	8.57811	59.4447	24.8384	0
14.3147	11.6949	-8.05563	-1.80208	29.68	-11.6949	8.05563	-26.0622	34.0458	0
26.8133	25.3264	8.2208	-3.15331	42.232	-25.3264	-8.2208	-32.78	58.958	0
48.384	7.99527	-10.1495	-46.627	54.468	-7.99527	10.1495	-52.9134	25.8893	0
58.9787	-1.13306	-10.5101	58.0236	37.3849	1.13306	10.5101	35.8592	21.7244	0
33.6874	-3.24312	12.9081	-30.9468	37.4305	3.24312	-12.9081	34.9843	71.0032	0
14.3819	10.8505	8.98356	-2.89874	14.5188	-10.8505	-8.98356	-3.51569	28.1799	0
98.8009	0.848544	-19.6023	96.8331	76.0581	-0.848544	19.6023	73.4838	39.596	0
19.6187	7.17406	-7.45963	16.6667	11.9227	-7.17406	7.45963	5.91926	22.0166	0
11.9538	6.01534	-9.11234	-4.8656	34.9311	-6.01534	9.11234	-33.1808	27.3983	0
14.7985	-13.169	-0.563348	-6.72708	18.5553	13.169	0.563348	-13.0598	26.8506	0
14.5311	6.15401	-12.9777	-2.20428	17.5936	-6.15401	12.9777	-10.1607	29.6496	0
20.811	-12.9492	1.61247	16.2116	15.756	12.9492	-1.61247	8.83004	26.647	0
15.4827	-9.1749	4.48226	11.6381	11.823	9.1749	-4.48226	5.95931	20.879	0
71.2527	-26.6505	8.2962	65.5582	46.3373	26.6505	-8.2962	36.9874	57.5484	0
32.6174	-7.75458	12.5335	-29.0977	14.8833	7.75458	-12.5335	-2.07124	35.8443	0
28.3987	3.07998	-14.3745	24.2975	16.604	-3.07998	14.3745	7.71874	31.6259	0
17.9725	-8.81447	-7.03484	-13.9938	11.2781	8.81447	7.03484	0.105544	25.7432	0
46.6756	-6.50655	-8.35011	45.4594	10.6	6.50655	8.35011	0.548325	34.1144	0
